Temperature(C),Turbidity(NTU),Dissolved_Oxygen(g/ml),PH,Ammonia(g/ml),Nitrate(g/ml),Population,Dia_Cultivo,Fish_Weight(g)
23.748986486486487,79.37747747747748,5.661895495495496,7.019556878378379,0.2116017972972973,1241.7054054054054,58.59234234234234,65,144.947282505
24.014344262295083,65.60655737704919,3.8965573770491804,6.9732029508196725,0.26022704918032785,1192.5245901639344,56.967213114754095,66,160.2757845327869
25.29908051689861,70.57604373757455,3.40273310139165,6.680279140159046,0.19459542743538769,998.2002982107356,53.70278330019881,70,163.55306019547714
24.83560800685078,73.68036822950118,4.825697923356882,6.37684199100835,0.2131535495611218,1124.1293084992508,54.04624277456647,71,175.39299324131878
24.787435025989605,53.546381447421034,6.2089286285485805,5.098647638944422,0.20925063174730107,1250.3966413434625,53.24870051979208,72,180.51714886341466
24.785060516271596,42.58668139815187,6.1845851747689835,4.548728293491362,0.20651005222981117,1241.0274206508639,53.04841301727601,73,182.25777278482323
25.285854718543046,49.915149006622514,5.377671357615894,5.785787073675497,184763.3767595447,1390.944950331126,55.266970198675494,74,188.58878016854302
24.833682300390844,42.721943048576215,4.755659966499163,5.262007375767727,0.6636253433835846,1291.1300949190397,53.0429927414852,75,187.6008406969849
23.998313210227273,32.84517045454545,5.319880681818182,5.317786822916666,0.4699342660984849,1286.9995265151515,52.722537878787875,77,194.28714419876894
23.642756782945735,32.37751937984496,5.535770542635659,4.8880093701550384,0.34510862209302323,1274.1011627906976,52.708333333333336,78,199.74666168360463
24.099291314837153,36.0475271411339,5.994959227985524,4.523998564535585,1.0386585765983112,1327.9051869722557,53.00361881785283,79,206.09624953565742
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,84,336.1
24.965600603264726,24.858942512420157,20.576808197303052,1.0853818133427964,898456.4326677998,1306.126153300213,52.83445706174592,89,255.43912297732433
24.631552050787743,40.22608522236256,15.354043541846707,1.818343686099847,0.46511187063750586,1231.5030246626338,55.32307385494914,90,250.37279513326465
25.256136771492052,31.66450179456503,18.026881216886004,0.9906945197402154,0.40768849171081867,1402.2735429841052,56.3215689625705,91,263.4753116607247
25.780394178411274,30.652466367713004,19.65056430172966,0.38768588164638057,0.24524698991031388,1684.2660954516336,58.49015054452274,92,271.16113091445385
25.515489084978253,32.209434593509535,17.266281699565074,0.5868782736701238,0.3996218317162931,1618.4699732351958,58.35563733690197,93,275.71306481395953
25.84739515072084,36.39986893840105,17.675861730013107,0.05499925425950198,1446.0168064057666,1638.9401048492791,59.908256880733944,94,274.9365620755046
25.734900184573537,50.253934330678064,13.610299980571208,-0.7585720069943657,1.7404792213911018,1589.448707985234,57.50922867689916,95,277.5089886041675
25.077120094494262,52.808697329090734,13.789623469289364,-0.9388711609295151,2.644621080802237,1407.102400925658,54.741587117924986,96,284.68062067429366
25.270705873355766,68.91526460691342,15.808102936677884,-0.7511479504435606,3.905938924747629,1391.3147751605995,50.35561333741205,97,298.06715595416034
25.218709874165384,59.449280945043654,15.359857729840781,-0.8949467128916282,3.941538265279918,1369.5805084745762,50.40767847971238,98,305.2997883133667
24.609436945440816,84.22880875967529,9.923164810269965,-0.5431436681140268,6.4388833245233155,1225.1157258825751,50.66547102133283,99,303.6766849159902
24.366494153728198,85.01169254360744,7.975093348667817,-0.5104759363618938,3.5733885988115777,1305.9327199539966,50.551082997891505,100,305.9913976370328
24.716574904839586,98.96275149537793,3.346744970092442,-0.24498109570418705,7.71311461120174,1085.6441000543773,50.774877650897224,101,294.73165384885806
25.577318002951305,71.35218888342351,9.023627643876045,-0.810207191342843,7.984680336940482,1571.3472700442696,50.375061485489425,102,324.1089410385391
25.34922844416163,72.46993318485524,9.574786668787782,-0.690170672923958,11.628437196945594,1617.665287941457,50.27044225262488,103,328.24618063585746
25.37604770281457,71.99254966887418,11.790073468543047,-0.6593166556291391,12.397576074089404,1635.4275662251655,50.40873344370861,104,330.8543430897558
25.506363731073762,66.25128490068064,11.793413112932353,-0.7479005403528267,11.303656038338659,1675.0759827753855,50.26392554521461,105,337.60074929659675
25.576896887159535,71.80583657587549,10.645449805447472,-0.5462935097276265,24.928194671206224,1581.656420233463,50.204280155642024,106,333.76570038910506
25.923724271012006,92.09691252144083,5.685741852487135,-0.4062215523156089,22.963012469982846,1303.836192109777,50.36449399656947,107,311.1644694960549
25.867358743302486,99.39259620068192,3.213416950803702,-0.4892721139795421,17.426658611787627,1281.7764247442767,50.45056015586946,108,302.29881149551875
26.092812211449676,100.0,3.1823065558633425,-0.11431160433979687,682.8349007202215,1131.9000461680516,50.28277931671283,109,303.29233610341646
25.973417377812257,99.64468580294802,3.1924072924747864,-0.09646501939487974,46.06589162141195,1088.343677269201,50.0,110,305.303557575097
25.46580788804071,100.0,3.2,-0.09436849872773538,361.25625902671754,1204.370865139949,50.0,111,305.8
25.66698709145839,100.0,3.2,-0.1604439989014007,285214457.5471529,1198.9104641581982,50.0,112,306.90030211480365
25.91003086419753,100.0,3.2,-0.17662035802469137,1071.375248382716,1070.8703703703704,50.0,113,308.0
25.359073496027243,99.99432463110102,3.2020561861520997,-0.1734984506242906,40.86900347332577,1071.8138479001136,50.01418842224744,114,312.16631668558455
26.257954003813154,98.64728312678741,3.4563836987607246,2.2887876072449953,24.251558288846518,1078.2797902764537,50.7745471877979,115,319.10804439532893
26.766024260508566,97.94265697976128,2.9457579138557346,3.5539944525168656,5.317585770627919,1087.97223663726,51.42708873897249,116,324.7465012217177
26.6801293622142,91.04452466907341,2.5693971119133576,1.8008266787003608,6.459181227436823,1180.2503008423587,50.75210589651023,117,357.41022863537904
25.25,95.0,5.0115,4.9904649999999995,5.7081800000000005,705.5,62.5,118,350.425
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,119,379.9
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,120,387.7
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,121,395.5
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,122,403.3
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,123,411.1
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,124,418.9
25.15625,95.0,5.0115,3.6876349999999998,11.8548,821.5,62.5,125,392.25
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,126,434.5
25.423713235294116,99.96323529411765,3.2133198529411766,0.14279814338235292,4566249528.9036045,919.7977941176471,50.091911764705884,127,366.33511029411767
25.753985674676525,99.99383857054836,3.2013259396179916,0.07898355822550832,559.3976648952557,1088.7359827479975,50.01540357362908,128,369.7139710412816
26.21629726723864,99.9936447410232,3.202302510327296,0.013349415316174134,46.11421226247219,1055.3762313314267,50.015888147442006,129,373.2900667302193
25.365352200141945,93.4112845990064,4.657517743080199,-0.4328111533002129,3652560978.2225323,978.9528034066714,50.01774308019872,130,376.87117459190915
25.3,70.13344425956738,18.3298618968386,-1.8393084425956738,737090917.1068057,1045.8089850249585,50.016638935108155,131,380.44230282861895
25.638191881918818,55.59114391143911,34.93376199261992,-1.872601974169742,3085493471.158111,875.188929889299,50.018450184501845,132,384.024594095941
25.662528916060808,55.7752808988764,28.01841771315268,-1.8713423496364838,198.5223050958361,1073.524124256444,50.01652346331791,133,387.591738268341
26.123916184971097,55.032514450867055,16.538718569364164,-1.8666060007225433,15693.2828345737,973.1401734104046,50.01806358381503,134,391.1738186416185
26.213494744744743,58.147147147147145,11.351363363363363,-1.8135184384384386,272232966.6642634,974.3633633633634,50.07507507507508,135,395.0307807807808
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,136,529.165
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,137,540.2
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,138,551.22
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,139,562.24
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,140,573.2750000000001
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,141,530.9
-31.357758620689655,61.41379310344828,5.289417241379311,6.97773,2.728761034482759,1169.9310344827586,50.0,150,626.9349753689655
27.51884514051522,15.86592505854801,4.406313231850117,5.3230144964871196,3.44016,1950.6762295081967,50.0,151,592.0900719562061
26.601027397260275,16.19330289193303,4.669505834601725,5.020725895484525,3.44016,1998.0928462709285,50.0,152,598.3285714
28.233333333333334,23.666666666666668,2.728333333333333,5.827084666666667,3.44016,1858.7333333333333,50.0,153,604.8857143
27.776943462897528,18.35649784059678,6.58971063996859,4.824869049862583,3.4401600000000006,2036.1990577149588,50.01963093835885,155,621.7903920558304
27.88781782201967,17.885344207243943,6.944125929479492,4.659332729671385,3.44016,2027.3139841688655,50.01199328376109,156,671.0869050189016
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,157,584.75
27.675490976645435,16.918966737438076,5.68101415428167,4.433990456475584,3.4401599999999997,2009.1613588110404,50.017692852087755,158,696.8386841699221
27.295530709237145,16.983426760906653,5.400164513770412,4.29296109919571,3.44016,1990.2958810626371,50.0121862052157,159,709.182580674604
27.689500970167355,17.385641523162747,5.527763036623818,4.244072248362842,3.44016,2008.5454765947127,50.012127091923354,160,721.5359048135097
27.91812736443884,18.557377049180328,6.470892055485498,4.589314842370744,3.44016,1924.0257250945776,50.01261034047919,161,734.2407026034301
27.526232394366197,19.788732394366196,9.021261971830985,4.263034781690141,3.44016,1829.4528169014084,50.03521126760563,162,746.0758098591549
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,163,587.5999999999999
27.597936210131333,25.193245778611633,6.542042401500939,3.7954101726078804,3.44016,1903.2806754221388,50.0187617260788,164,772.0281935547841
27.330143805309735,27.46843657817109,8.83597935103245,2.9613655309734512,3.44016,1860.5781710914455,50.014749262536874,165,784.3654867385841
27.17497525977239,27.80554181098466,15.324492825333992,2.6081128500742206,3.44016,1790.184067293419,50.024740227610096,166,796.2090513747155
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,167,589.5
26.53373299928418,27.009305654974945,16.60189191123837,2.9030458911954184,3.3780138654259124,1740.7380100214746,50.03579098067287,168,821.2366448797424
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,169,590.4200000000001
27.408893280632412,28.139920948616602,9.580345454545455,4.189567019762846,3.4147336996047435,1806.6,50.0,171,859.1567701721739
25.06346732588134,20.254514187446258,4.162865004299227,5.418110214961307,3.44016,1775.3301805674978,50.0,174,899.2773369417885
24.12227822580645,18.43064516129032,3.346983870967742,5.331602467741936,3.4401600000000006,1680.3725806451612,50.0,175,909.9428571000001
25.825,20.2,2.734,6.782188,3.44016,2097.2,50.0,178,947.9142857
27.013266239707228,19.12625800548948,2.94512351326624,6.013560690759378,3.44016,1763.8696248856359,50.0,180,974.2070970862306
25.23484934946359,16.092672905729284,4.27532321387811,5.239283962565624,3.44016,1713.3149965761243,50.0,181,986.4144194203834
24.270335001220406,16.01147180864047,4.295500366121552,4.664845062240664,3.44016,1785.625579692458,50.0,182,998.8765089020991
24.00161445961995,15.338479809976247,3.667347684085511,4.376552927553444,3.44016,1693.37203087886,50.014845605700714,183,1011.0166313364015
24.023909395973153,15.15226510067114,3.644414429530201,3.8038696266778524,3.44016,1804.356543624161,50.0,184,1012.5066279295302
24.026993258949325,14.717805671780567,3.6417443049744302,4.149619265457926,3.44016,1620.1668991166898,50.0,185,1013.7771400692702
25.021346153846153,15.358461538461539,5.84264,5.096409338461539,3.4401600000000006,1623.5661538461538,50.0,186,1015.1678353815385
24.043281057810578,14.509471094710948,6.899500861008611,5.252698130381304,3.44016,1497.4041820418204,50.0,187,1016.2860267746618
24.71875,14.75,4.218,5.7428799999999995,3.44016,1429.5,50.0,188,1017.557143
24.59375,16.5,4.0865,5.412635,3.44016,1610.0,50.0,190,1021.371429
24.1875,19.0,3.955,3.62635,3.44016,1858.0,50.0,195,1026.457143
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,197,705.0
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,211,775.5
24.625,90.0,6.823,7.24431,3.44016,497.0,75.0,225,793.8
